Source: 0, Dest: 0, Next Node: -1
Source: 24, Dest: 17, Next Node: 24
Source: 24, Dest: 18, Next Node: 25
Source: 24, Dest: 19, Next Node: 25
Source: 24, Dest: 20, Next Node: 25
Source: 24, Dest: 21, Next Node: 25
Source: 24, Dest: 22, Next Node: 25
Source: 24, Dest: 23, Next Node: 25
Source: 24, Dest: 24, Next Node: -1
Source: 24, Dest: 25, Next Node: 24
Source: 24, Dest: 26, Next Node: 25
Source: 25, Dest: 0, Next Node: 22
Source: 25, Dest: 1, Next Node: 22
Source: 25, Dest: 2, Next Node: 22
Source: 25, Dest: 3, Next Node: 22
Source: 25, Dest: 4, Next Node: 22
Source: 25, Dest: 5, Next Node: 18
Source: 25, Dest: 6, Next Node: 18
Source: 25, Dest: 7, Next Node: 18
Source: 25, Dest: 8, Next Node: 22
Source: 25, Dest: 9, Next Node: 22
Source: 25, Dest: 10, Next Node: 22
Source: 25, Dest: 11, Next Node: 22
Source: 25, Dest: 12, Next Node: -1
Source: 25, Dest: 13, Next Node: 22
Source: 25, Dest: 14, Next Node: 22
Source: 25, Dest: 15, Next Node: 18
Source: 25, Dest: 16, Next Node: -1
Source: 25, Dest: 17, Next Node: 22
Source: 25, Dest: 18, Next Node: 25
Source: 25, Dest: 19, Next Node: 18
Source: 25, Dest: 20, Next Node: 18
Source: 25, Dest: 21, Next Node: 18
Source: 25, Dest: 22, Next Node: 25
Source: 25, Dest: 23, Next Node: 18
Source: 25, Dest: 24, Next Node: 25
Source: 25, Dest: 25, Next Node: -1
Source: 25, Dest: 26, Next Node: 25
Source: 26, Dest: 0, Next Node: 4
Source: 26, Dest: 1, Next Node: 4
Source: 26, Dest: 2, Next Node: 4
Source: 26, Dest: 3, Next Node: 4
Source: 26, Dest: 4, Next Node: 26
Source: 26, Dest: 5, Next Node: 25
Source: 26, Dest: 6, Next Node: 25
Source: 26, Dest: 7, Next Node: 25
Source: 26, Dest: 8, Next Node: 4
Source: 26, Dest: 9, Next Node: 4
Source: 26, Dest: 10, Next Node: 4
Source: 26, Dest: 11, Next Node: 4
Source: 26, Dest: 12, Next Node: -1
Source: 26, Dest: 13, Next Node: 4
Source: 26, Dest: 14, Next Node: 4
Source: 26, Dest: 15, Next Node: 25
Source: 26, Dest: 16, Next Node: -1
Source: 26, Dest: 17, Next Node: 25
Source: 26, Dest: 18, Next Node: 25
Source: 26, Dest: 19, Next Node: 25
Source: 26, Dest: 20, Next Node: 25
Source: 26, Dest: 21, Next Node: 25
Source: 26, Dest: 22, Next Node: 25
Source: 26, Dest: 23, Next Node: 25
Source: 26, Dest: 24, Next Node: 25
Source: 26, Dest: 25, Next Node: 26
Source: 26, Dest: 26, Next Node: -1
